Side,Arc,Source,Target,Rot,AdaptFrac,nEval,nEvalPos,nArc,Method,Uses,BAC,Precision,Recall
Left,random,RTT,HTL,3,0.05,401,79,40,SDMu-HS4,arc labels,0.6445671829546348,0.2983425414364641,0.6835443037974683
Left,random,RTT,HTL,3,0.05,401,79,40,SDMu-HSsrc,arc segments,0.6342872867363787,0.27699530516431925,0.7468354430379747
Left,random,RTT,HTL,3,0.05,401,79,40,SDMu-PCA,arc segments,0.6266412453809262,0.26905829596412556,0.759493670886076
Left,random,RTT,HTL,3,0.1,401,79,80,COT-u,arc segments,0.6697657048510103,0.31666666666666665,0.7215189873417721
Left,random,RTT,HTL,3,0.1,401,79,80,SDMu-HS4,arc labels,0.6563998742039469,0.3310810810810811,0.620253164556962
Left,random,RTT,HTL,3,0.1,401,79,80,SDMu-HSsrc,arc segments,0.6530387609088766,0.2912621359223301,0.759493670886076
Left,random,RTT,HTL,3,0.1,401,79,80,SDMu-PCA,arc segments,0.6494614356474566,0.2978723404255319,0.7088607594936709
Left,random,RTT,HTL,3,0.2,401,79,161,COT-u,arc segments,0.6851757213617422,0.3393939393939394,0.7088607594936709
Left,random,RTT,HTL,3,0.2,401,79,161,SDMu-HS4,arc labels,0.6709646984825851,0.32926829268292684,0.6835443037974683
Left,random,RTT,HTL,3,0.2,401,79,161,SDMu-HSsrc,arc segments,0.6375108105983175,0.2777777777777778,0.759493670886076
Left,random,RTT,HTL,3,0.2,401,79,161,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,3,0.3,401,79,241,COT-u,arc segments,0.7106101108577718,0.3505747126436782,0.7721518987341772
Left,random,RTT,HTL,3,0.3,401,79,241,SDMu-HS4,arc labels,0.6537660193411432,0.31176470588235294,0.6708860759493671
Left,random,RTT,HTL,3,0.3,401,79,241,SDMu-HSsrc,arc segments,0.6483803758157087,0.28708133971291866,0.759493670886076
Left,random,RTT,HTL,3,0.3,401,79,241,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,3,0.5,401,79,380,COT-u,arc segments,0.6476531173834421,0.27346938775510204,0.8481012658227848
Left,random,RTT,HTL,3,0.5,401,79,380,SDMu-HS4,arc labels,0.6206855884896612,0.28654970760233917,0.620253164556962
Left,random,RTT,HTL,3,0.5,401,79,380,SDMu-HSsrc,arc segments,0.6328524255051498,0.273972602739726,0.759493670886076
Left,random,RTT,HTL,3,0.5,401,79,380,SDMu-PCA,arc segments,0.6265233115810991,0.2706422018348624,0.7468354430379747
Left,random,RTT,HTL,4,0.05,401,76,40,COT-u,arc segments,0.6473076923076924,0.2780487804878049,0.75
Left,random,RTT,HTL,4,0.05,401,76,40,SDMu-HS4,arc labels,0.6443927125506073,0.2675438596491228,0.8026315789473685
Left,random,RTT,HTL,4,0.05,401,76,40,SDMu-HSsrc,arc segments,0.6249797570850203,0.24719101123595505,0.868421052631579
Left,random,RTT,HTL,4,0.05,401,76,40,SDMu-PCA,arc segments,0.599089068825911,0.23507462686567165,0.8289473684210527
Left,random,RTT,HTL,4,0.1,401,76,80,COT-u,arc segments,0.5834817813765182,0.24120603015075376,0.631578947368421
Left,random,RTT,HTL,4,0.1,401,76,80,SDMu-HS4,arc labels,0.6369635627530364,0.2672811059907834,0.7631578947368421
Left,random,RTT,HTL,4,0.1,401,76,80,SDMu-HSsrc,arc segments,0.6228542510121458,0.25206611570247933,0.8026315789473685
Left,random,RTT,HTL,4,0.1,401,76,80,SDMu-PCA,arc segments,0.5,0.18952618453865336,1.0
Left,random,RTT,HTL,4,0.2,401,76,161,COT-u,arc segments,0.675,0.3048128342245989,0.75
Left,random,RTT,HTL,4,0.2,401,76,161,SDMu-HS4,arc labels,0.6223684210526316,0.2737430167597765,0.6447368421052632
Left,random,RTT,HTL,4,0.2,401,76,161,SDMu-HSsrc,arc segments,0.6400404858299595,0.26976744186046514,0.7631578947368421
Left,random,RTT,HTL,4,0.2,401,76,161,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,4,0.3,401,76,241,COT-u,arc segments,0.6648178137651821,0.2818181818181818,0.8157894736842105
Left,random,RTT,HTL,4,0.3,401,76,241,SDMu-HS4,arc labels,0.606821862348178,0.26785714285714285,0.5921052631578947
Left,random,RTT,HTL,4,0.3,401,76,241,SDMu-HSsrc,arc segments,0.6327732793522267,0.26222222222222225,0.7763157894736842
Left,random,RTT,HTL,4,0.3,401,76,241,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,4,0.5,401,76,381,COT-u,arc segments,0.6663562753036437,0.2831050228310502,0.8157894736842105
Left,random,RTT,HTL,4,0.5,401,76,381,SDMu-HS4,arc labels,0.6052834008097165,0.26627218934911245,0.5921052631578947
Left,random,RTT,HTL,4,0.5,401,76,381,SDMu-HSsrc,arc segments,0.6266194331983805,0.2576419213973799,0.7763157894736842
Left,random,RTT,HTL,4,0.5,401,76,381,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,5,0.05,401,91,40,COT-u,arc segments,0.5604041120170152,0.2923076923076923,0.4175824175824176
Left,random,RTT,HTL,5,0.05,401,91,40,SDMu-HS4,arc labels,0.569727047146402,0.3153153153153153,0.38461538461538464
Left,random,RTT,HTL,5,0.05,401,91,40,SDMu-HSsrc,arc segments,0.5627791563275434,0.2768361581920904,0.5384615384615384
Left,random,RTT,HTL,5,0.05,401,91,40,SDMu-PCA,arc segments,0.5,0.22693266832917705,1.0
Left,random,RTT,HTL,5,0.1,401,91,80,COT-u,arc segments,0.6066820276497695,0.31901840490797545,0.5714285714285714
Left,random,RTT,HTL,5,0.1,401,91,80,SDMu-HS4,arc labels,0.5626728110599079,0.2932330827067669,0.42857142857142855
Left,random,RTT,HTL,5,0.1,401,91,80,SDMu-HSsrc,arc segments,0.5889932647997165,0.29081632653061223,0.6263736263736264
Left,random,RTT,HTL,5,0.1,401,91,80,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,5,0.2,401,91,161,COT-u,arc segments,0.6193902871322227,0.3076923076923077,0.7032967032967034
Left,random,RTT,HTL,5,0.2,401,91,161,SDMu-HS4,arc labels,0.5620170152428217,0.29457364341085274,0.4175824175824176
Left,random,RTT,HTL,5,0.2,401,91,161,SDMu-HSsrc,arc segments,0.5889932647997165,0.29081632653061223,0.6263736263736264
Left,random,RTT,HTL,5,0.2,401,91,161,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,5,0.3,401,91,241,COT-u,arc segments,0.6087557603686635,0.2968036529680365,0.7142857142857143
Left,random,RTT,HTL,5,0.3,401,91,241,SDMu-HS4,arc labels,0.5571783055654024,0.2878787878787879,0.4175824175824176
Left,random,RTT,HTL,5,0.3,401,91,241,SDMu-HSsrc,arc segments,0.5873803615739099,0.2893401015228426,0.6263736263736264
Left,random,RTT,HTL,5,0.3,401,91,241,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,5,0.5,401,91,380,COT-u,arc segments,0.609712867777384,0.29906542056074764,0.7032967032967034
Left,random,RTT,HTL,5,0.5,401,91,380,SDMu-HS4,arc labels,0.5791563275434244,0.3088235294117647,0.46153846153846156
Left,random,RTT,HTL,5,0.5,401,91,380,SDMu-HSsrc,arc segments,0.5974122651542007,0.29411764705882354,0.6593406593406593
Left,random,RTT,HTL,5,0.5,401,91,380,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,6,0.05,401,89,40,COT-u,arc segments,0.5083909536156727,0.22826086956521738,0.47191011235955055
Left,random,RTT,HTL,6,0.05,401,89,40,SDMu-HS4,arc labels,0.598962834917891,0.3191489361702128,0.5056179775280899
Left,random,RTT,HTL,6,0.05,401,89,40,SDMu-HSsrc,arc segments,0.5877628925381735,0.29936305732484075,0.5280898876404494
Left,random,RTT,HTL,6,0.05,401,89,40,SDMu-PCA,arc segments,0.5686581676750216,0.2629310344827586,0.6853932584269663
Left,random,RTT,HTL,6,0.1,401,89,80,COT-u,arc segments,0.6190759147219822,0.31952662721893493,0.6067415730337079
Left,random,RTT,HTL,6,0.1,401,89,80,SDMu-HS4,arc labels,0.5419727744165946,0.2677165354330709,0.38202247191011235
Left,random,RTT,HTL,6,0.1,401,89,80,SDMu-HSsrc,arc segments,0.5941911552866609,0.30246913580246915,0.550561797752809
Left,random,RTT,HTL,6,0.1,401,89,80,SDMu-PCA,arc segments,0.5,0.22194513715710723,1.0
Left,random,RTT,HTL,6,0.2,401,89,161,COT-u,arc segments,0.5926786228752521,0.28365384615384615,0.6629213483146067
Left,random,RTT,HTL,6,0.2,401,89,161,SDMu-HS4,arc labels,0.5419907807548257,0.2647058823529412,0.4044943820224719
Left,random,RTT,HTL,6,0.2,401,89,161,SDMu-HSsrc,arc segments,0.6038605589167387,0.3005464480874317,0.6179775280898876
Left,random,RTT,HTL,6,0.2,401,89,161,SDMu-PCA,arc segments,0.5,0.22194513715710723,1.0
Left,random,RTT,HTL,6,0.3,401,89,241,COT-u,arc segments,0.6015197349467012,0.28703703703703703,0.6966292134831461
Left,random,RTT,HTL,6,0.3,401,89,241,SDMu-HS4,arc labels,0.5692703831748775,0.291970802919708,0.449438202247191
Left,random,RTT,HTL,6,0.3,401,89,241,SDMu-HSsrc,arc segments,0.5990168539325842,0.30357142857142855,0.5730337078651685
Left,random,RTT,HTL,6,0.3,401,89,241,SDMu-PCA,arc segments,0.5,0.22194513715710723,1.0
Left,random,RTT,HTL,6,0.5,401,89,380,COT-u,arc segments,0.5934709017574187,0.2857142857142857,0.651685393258427
Left,random,RTT,HTL,6,0.5,401,89,380,SDMu-HS4,arc labels,0.548383030826851,0.2764227642276423,0.38202247191011235
Left,random,RTT,HTL,6,0.5,401,89,380,SDMu-HSsrc,arc segments,0.5941911552866609,0.30246913580246915,0.550561797752809
Left,random,RTT,HTL,6,0.5,401,89,380,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,7,0.05,401,88,40,COT-u,arc segments,0.5289899796688934,0.2543859649122807,0.32954545454545453
Left,random,RTT,HTL,7,0.05,401,88,40,SDMu-HS4,arc labels,0.5501016555329654,0.3076923076923077,0.2727272727272727
Left,random,RTT,HTL,7,0.05,401,88,40,SDMu-HSsrc,arc segments,0.5664391519024107,0.32558139534883723,0.3181818181818182
Left,random,RTT,HTL,7,0.05,401,88,40,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,7,0.1,401,88,80,COT-u,arc segments,0.5107101365088585,0.23076923076923078,0.3409090909090909
Left,random,RTT,HTL,7,0.1,401,88,80,SDMu-HS4,arc labels,0.5325297705489398,0.2696629213483146,0.2727272727272727
Left,random,RTT,HTL,7,0.1,401,88,80,SDMu-HSsrc,arc segments,0.5566729596282312,0.3132530120481928,0.29545454545454547
Left,random,RTT,HTL,7,0.1,401,88,80,SDMu-PCA,arc segments,0.573373511472553,0.3119266055045872,0.38636363636363635
Left,random,RTT,HTL,7,0.2,401,88,161,COT-u,arc segments,0.5597226256171943,0.2727272727272727,0.4772727272727273
Left,random,RTT,HTL,7,0.2,401,88,161,SDMu-HS4,arc labels,0.5027047632878303,0.22340425531914893,0.23863636363636365
Left,random,RTT,HTL,7,0.2,401,88,161,SDMu-HSsrc,arc segments,0.5536595991867558,0.2978723404255319,0.3181818181818182
Left,random,RTT,HTL,7,0.2,401,88,161,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,7,0.3,401,88,241,COT-u,arc segments,0.535579436537903,0.25,0.45454545454545453
Left,random,RTT,HTL,7,0.3,401,88,241,SDMu-HS4,arc labels,0.5043022073772873,0.22580645161290322,0.23863636363636365
Left,random,RTT,HTL,7,0.3,401,88,241,SDMu-HSsrc,arc segments,0.554367557362765,0.30337078651685395,0.3068181818181818
Left,random,RTT,HTL,7,0.3,401,88,241,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,HTL,7,0.5,401,88,391,COT-u,arc segments,0.53167659018298,0.24550898203592814,0.4659090909090909
Left,random,RTT,HTL,7,0.5,401,88,391,SDMu-HS4,arc labels,0.52702948010456,0.25773195876288657,0.2840909090909091
Left,random,RTT,HTL,7,0.5,401,88,391,SDMu-HSsrc,arc segments,0.5527701132733082,0.3,0.3068181818181818
Left,random,RTT,HTL,7,0.5,401,88,391,SDMu-PCA,arc segments,0.5185521347661923,0.23232323232323232,0.5227272727272727
Left,random,RTT,PTT,0,0.05,1136,85,114,COT-u,arc segments,0.5288240891028153,0.08438818565400844,0.47058823529411764
Left,random,RTT,PTT,0,0.05,1136,85,114,SDMu-HS4,arc labels,0.5059775004197683,0.07894736842105263,0.21176470588235294
Left,random,RTT,PTT,0,0.05,1136,85,114,SDMu-HSsrc,arc segments,0.5013432585212962,0.078125,0.058823529411764705
Left,random,RTT,PTT,0,0.05,1136,85,114,SDMu-PCA,arc segments,0.5199529859517547,0.08356545961002786,0.35294117647058826
Left,random,RTT,PTT,0,0.1,1136,85,227,COT-u,arc segments,0.5491072927743885,0.09330143540669857,0.4588235294117647
Left,random,RTT,PTT,0,0.1,1136,85,227,SDMu-HS4,arc labels,0.512380366037947,0.08208955223880597,0.25882352941176473
Left,random,RTT,PTT,0,0.1,1136,85,227,SDMu-HSsrc,arc segments,0.5003917837353781,0.07575757575757576,0.058823529411764705
Left,random,RTT,PTT,0,0.1,1136,85,227,SDMu-PCA,arc segments,0.447467397996306,0.05823293172690763,0.3411764705882353
Left,random,RTT,PTT,0,0.2,1136,85,454,COT-u,arc segments,0.552868416634018,0.0972972972972973,0.4235294117647059
Left,random,RTT,PTT,0,0.2,1136,85,454,SDMu-HS4,arc labels,0.44784798791067326,0.044444444444444446,0.1411764705882353
Left,random,RTT,PTT,0,0.2,1136,85,454,SDMu-HSsrc,arc segments,0.49866233838920915,0.07228915662650602,0.07058823529411765
Left,random,RTT,PTT,0,0.2,1136,85,454,SDMu-PCA,arc segments,0.46787933060950354,0.06265060240963856,0.3058823529411765
Left,random,RTT,PTT,0,0.3,1136,85,682,COT-u,arc segments,0.49361392511333746,0.07231920199501247,0.3411764705882353
Left,random,RTT,PTT,0,0.3,1136,85,682,SDMu-HS4,arc labels,0.4526053618402641,0.046153846153846156,0.1411764705882353
Left,random,RTT,PTT,0,0.3,1136,85,682,SDMu-HSsrc,arc segments,0.5013432585212962,0.078125,0.058823529411764705
Left,random,RTT,PTT,0,0.3,1136,85,682,SDMu-PCA,arc segments,0.48539766049140876,0.0696629213483146,0.36470588235294116
Left,random,RTT,PTT,0,0.5,1136,85,1124,COT-u,arc segments,0.558101527956568,0.10027855153203342,0.4235294117647059
Left,random,RTT,PTT,0,0.5,1136,85,1124,SDMu-HS4,arc labels,0.4640230592712823,0.05084745762711865,0.1411764705882353
Left,random,RTT,PTT,0,0.5,1136,85,1124,SDMu-HSsrc,arc segments,0.5008675211283371,0.07692307692307693,0.058823529411764705
Left,random,RTT,PTT,0,0.5,1136,85,1124,SDMu-PCA,arc segments,0.4785134605697655,0.06177606177606178,0.18823529411764706
Left,random,RTT,PTT,1,0.05,1136,76,114,COT-u,arc segments,0.47063058589870904,0.057007125890736345,0.3157894736842105
Left,random,RTT,PTT,1,0.05,1136,76,114,SDMu-HS4,arc labels,0.46916583912611715,0.041176470588235294,0.09210526315789473
Left,random,RTT,PTT,1,0.05,1136,76,114,SDMu-HSsrc,arc segments,0.4970456802383317,0.06172839506172839,0.06578947368421052
Left,random,RTT,PTT,1,0.05,1136,76,114,SDMu-PCA,arc segments,0.4910873882820258,0.06463195691202872,0.47368421052631576
Left,random,RTT,PTT,1,0.1,1136,76,227,COT-u,arc segments,0.46968718967229395,0.05673758865248227,0.3157894736842105
Left,random,RTT,PTT,1,0.1,1136,76,227,SDMu-HS4,arc labels,0.46772591857000995,0.0425531914893617,0.10526315789473684
Left,random,RTT,PTT,1,0.1,1136,76,227,SDMu-HSsrc,arc segments,0.4932472691161867,0.057692307692307696,0.07894736842105263
Left,random,RTT,PTT,1,0.1,1136,76,227,SDMu-PCA,arc segments,0.4790714995034757,0.06004618937644342,0.34210526315789475
Left,random,RTT,PTT,1,0.2,1136,76,454,COT-u,arc segments,0.5377855014895729,0.07860262008733625,0.47368421052631576
Left,random,RTT,PTT,1,0.2,1136,76,454,SDMu-HS4,arc labels,0.4564051638530288,0.03773584905660377,0.10526315789473684
Left,random,RTT,PTT,1,0.2,1136,76,454,SDMu-HSsrc,arc segments,0.5021598808341609,0.06956521739130435,0.10526315789473684
Left,random,RTT,PTT,1,0.2,1136,76,454,SDMu-PCA,arc segments,0.5864945382323734,0.08865248226950355,0.6578947368421053
Left,random,RTT,PTT,1,0.3,1136,76,682,COT-u,arc segments,0.5533267130089374,0.08409090909090909,0.4868421052631579
Left,random,RTT,PTT,1,0.3,1136,76,682,SDMu-HS4,arc labels,0.45968222442899703,0.04090909090909091,0.11842105263157894
Left,random,RTT,PTT,1,0.3,1136,76,682,SDMu-HSsrc,arc segments,0.5054617676266138,0.07407407407407407,0.10526315789473684
Left,random,RTT,PTT,1,0.3,1136,76,682,SDMu-PCA,arc segments,0.46740317775571005,0.05483028720626632,0.27631578947368424
Left,random,RTT,PTT,1,0.5,1136,76,1112,COT-u,arc segments,0.5523336643495531,0.0826271186440678,0.5131578947368421
Left,random,RTT,PTT,1,0.5,1136,76,1112,SDMu-HS4,arc labels,0.44503475670307846,0.03759398496240601,0.13157894736842105
Left,random,RTT,PTT,1,0.5,1136,76,1112,SDMu-HSsrc,arc segments,0.5073485600794438,0.07692307692307693,0.10526315789473684
Left,random,RTT,PTT,1,0.5,1136,76,1112,SDMu-PCA,arc segments,0.42879841112214495,0.04285714285714286,0.23684210526315788
Left,random,RTT,PTT,2,0.05,1136,82,114,COT-u,arc segments,0.4207317073170732,0.05045045045045045,0.34146341463414637
Left,random,RTT,PTT,2,0.05,1136,82,114,SDMu-HS4,arc labels,0.4825635210811311,0.059113300492610835,0.14634146341463414
Left,random,RTT,PTT,2,0.05,1136,82,114,SDMu-HSsrc,arc segments,0.48643957976581664,0.047619047619047616,0.04878048780487805
Left,random,RTT,PTT,2,0.05,1136,82,114,SDMu-PCA,arc segments,0.44765585227009763,0.04819277108433735,0.1951219512195122
Left,random,RTT,PTT,2,0.1,1136,82,227,COT-u,arc segments,0.48103623825612074,0.06653620352250489,0.4146341463414634
Left,random,RTT,PTT,2,0.1,1136,82,227,SDMu-HS4,arc labels,0.46752209931966493,0.04830917874396135,0.12195121951219512
Left,random,RTT,PTT,2,0.1,1136,82,227,SDMu-HSsrc,arc segments,0.48881149627435555,0.05063291139240506,0.04878048780487805
Left,random,RTT,PTT,2,0.1,1136,82,227,SDMu-PCA,arc segments,0.49053547461470826,0.06852791878172589,0.32926829268292684
Left,random,RTT,PTT,2,0.2,1136,82,454,COT-u,arc segments,0.4848891562919424,0.06825938566552901,0.4878048780487805
Left,random,RTT,PTT,2,0.2,1136,82,454,SDMu-HS4,arc labels,0.45905262183551626,0.04265402843601896,0.10975609756097561
Left,random,RTT,PTT,2,0.2,1136,82,454,SDMu-HSsrc,arc segments,0.491113990836303,0.056818181818181816,0.06097560975609756
Left,random,RTT,PTT,2,0.2,1136,82,454,SDMu-PCA,arc segments,0.46391215809691305,0.05722070844686648,0.25609756097560976
Left,random,RTT,PTT,2,0.3,1136,82,682,COT-u,arc segments,0.5031124172721804,0.07296849087893864,0.5365853658536586
Left,random,RTT,PTT,2,0.3,1136,82,682,SDMu-HS4,arc labels,0.4539038274633221,0.038461538461538464,0.0975609756097561
Left,random,RTT,PTT,2,0.3,1136,82,682,SDMu-HSsrc,arc segments,0.4920627574397186,0.05813953488372093,0.06097560975609756
Left,random,RTT,PTT,2,0.3,1136,82,682,SDMu-PCA,arc segments,0.46201462489008194,0.05660377358490566,0.25609756097560976
Left,random,RTT,PTT,2,0.5,1136,82,1112,COT-u,arc segments,0.5118595825426945,0.07550644567219153,0.5
Left,random,RTT,PTT,2,0.5,1136,82,1112,SDMu-HS4,arc labels,0.47131716573332716,0.05025125628140704,0.12195121951219512
Left,random,RTT,PTT,2,0.5,1136,82,1112,SDMu-HSsrc,arc segments,0.4920627574397186,0.05813953488372093,0.06097560975609756
Left,random,RTT,PTT,2,0.5,1136,82,1112,SDMu-PCA,arc segments,0.4582195584764197,0.055408970976253295,0.25609756097560976
Left,random,RTT,PTT,3,0.05,1136,66,114,COT-u,arc segments,0.45130274709713963,0.04885496183206107,0.48484848484848486
Left,random,RTT,PTT,3,0.05,1136,66,114,SDMu-HS4,arc labels,0.4620645709430756,0.04603580562659847,0.2727272727272727
Left,random,RTT,PTT,3,0.05,1136,66,114,SDMu-HSsrc,arc segments,0.5025630133106769,0.06086956521739131,0.10606060606060606
Left,random,RTT,PTT,3,0.05,1136,66,114,SDMu-PCA,arc segments,0.5002548853016143,0.05825242718446602,0.18181818181818182
Left,random,RTT,PTT,3,0.1,1136,66,227,COT-u,arc segments,0.4546728971962617,0.04962406015037594,0.5
Left,random,RTT,PTT,3,0.1,1136,66,227,SDMu-HS4,arc labels,0.4560181251770037,0.04693877551020408,0.3484848484848485
Left,random,RTT,PTT,3,0.1,1136,66,227,SDMu-HSsrc,arc segments,0.4894789011611442,0.04895104895104895,0.10606060606060606
Left,random,RTT,PTT,3,0.1,1136,66,227,SDMu-PCA,arc segments,0.4823845935995469,0.053418803418803416,0.3787878787878788
Left,random,RTT,PTT,3,0.2,1136,66,454,COT-u,arc segments,0.45560747663551404,0.049773755656108594,0.5
Left,random,RTT,PTT,3,0.2,1136,66,454,SDMu-HS4,arc labels,0.4792268479184367,0.04780876494023904,0.18181818181818182
Left,random,RTT,PTT,3,0.2,1136,66,454,SDMu-HSsrc,arc segments,0.5099405267629566,0.07317073170731707,0.09090909090909091
Left,random,RTT,PTT,3,0.2,1136,66,454,SDMu-PCA,arc segments,0.46406117247238743,0.04897959183673469,0.36363636363636365
Left,random,RTT,PTT,3,0.3,1136,66,682,COT-u,arc segments,0.4557065986972529,0.05,0.5151515151515151
Left,random,RTT,PTT,3,0.3,1136,66,682,SDMu-HS4,arc labels,0.47856131407533276,0.045871559633027525,0.15151515151515152
Left,random,RTT,PTT,3,0.3,1136,66,682,SDMu-HSsrc,arc segments,0.5018974794675729,0.06097560975609756,0.07575757575757576
Left,random,RTT,PTT,3,0.3,1136,66,682,SDMu-PCA,arc segments,0.5,0.058098591549295774,1.0
Left,random,RTT,PTT,3,0.5,1136,66,1112,COT-u,arc segments,0.5334324553950722,0.06401137980085349,0.6818181818181818
Left,random,RTT,PTT,3,0.5,1136,66,1112,SDMu-HS4,arc labels,0.5004248088360238,0.05844155844155844,0.13636363636363635
Left,random,RTT,PTT,3,0.5,1136,66,1112,SDMu-HSsrc,arc segments,0.5028320589068253,0.0625,0.07575757575757576
Left,random,RTT,PTT,3,0.5,1136,66,1112,SDMu-PCA,arc segments,0.5741574624752195,0.07495429616087751,0.6212121212121212
Left,random,RTT,PTT,4,0.05,1136,64,114,COT-u,arc segments,0.4105643656716418,0.040238450074515646,0.421875
Left,random,RTT,PTT,4,0.05,1136,64,114,SDMu-HS4,arc labels,0.4418143656716418,0.016853932584269662,0.046875
Left,random,RTT,PTT,4,0.05,1136,64,114,SDMu-HSsrc,arc segments,0.484375,0.04285714285714286,0.09375
Left,random,RTT,PTT,4,0.05,1136,64,114,SDMu-PCA,arc segments,0.396455223880597,0.037037037037037035,0.375
Left,random,RTT,PTT,4,0.1,1136,64,227,COT-u,arc segments,0.4293376865671642,0.04600484261501211,0.59375
Left,random,RTT,PTT,4,0.1,1136,64,227,SDMu-HS4,arc labels,0.43236940298507465,0.0335195530726257,0.1875
Left,random,RTT,PTT,4,0.1,1136,64,227,SDMu-HSsrc,arc segments,0.48752332089552236,0.046357615894039736,0.109375
Left,random,RTT,PTT,4,0.1,1136,64,227,SDMu-PCA,arc segments,0.3884095149253731,0.036603221083455345,0.390625
Left,random,RTT,PTT,4,0.2,1136,64,454,COT-u,arc segments,0.42490671641791045,0.045924225028702644,0.625
Left,random,RTT,PTT,4,0.2,1136,64,454,SDMu-HS4,arc labels,0.4552238805970149,0.03361344537815126,0.125
Left,random,RTT,PTT,4,0.2,1136,64,454,SDMu-HSsrc,arc segments,0.4753964552238806,0.02830188679245283,0.046875
Left,random,RTT,PTT,4,0.2,1136,64,454,SDMu-PCA,arc segments,0.38957555970149255,0.03939008894536213,0.484375
Left,random,RTT,PTT,4,0.3,1136,64,682,COT-u,arc segments,0.42350746268656714,0.04576659038901602,0.625
Left,random,RTT,PTT,4,0.3,1136,64,682,SDMu-HS4,arc labels,0.41884328358208955,0.031007751937984496,0.1875
Left,random,RTT,PTT,4,0.3,1136,64,682,SDMu-HSsrc,arc segments,0.4753964552238806,0.02830188679245283,0.046875
Left,random,RTT,PTT,4,0.3,1136,64,682,SDMu-PCA,arc segments,0.39144123134328357,0.037921348314606744,0.421875
Left,random,RTT,PTT,4,0.5,1136,64,1114,COT-u,arc segments,0.4322527985074627,0.046964490263459335,0.640625
Left,random,RTT,PTT,4,0.5,1136,64,1114,SDMu-HS4,arc labels,0.45382462686567165,0.023529411764705882,0.0625
Left,random,RTT,PTT,4,0.5,1136,64,1114,SDMu-HSsrc,arc segments,0.48157649253731344,0.02666666666666667,0.03125
Left,random,RTT,PTT,4,0.5,1136,64,1114,SDMu-PCA,arc segments,0.4041511194029851,0.042027194066749075,0.53125
Left,random,RTT,PTT,5,0.05,1136,36,114,COT-u,arc segments,0.4557070707070707,0.024213075060532687,0.2777777777777778
Left,random,RTT,PTT,5,0.05,1136,36,114,SDMu-HS4,arc labels,0.48843434343434344,0.017543859649122806,0.027777777777777776
Left,random,RTT,PTT,5,0.05,1136,36,114,SDMu-HSsrc,arc segments,0.4920707070707071,0.02040816326530612,0.027777777777777776
Left,random,RTT,PTT,5,0.05,1136,36,114,SDMu-PCA,arc segments,0.48964646464646466,0.03002309468822171,0.3611111111111111
Left,random,RTT,PTT,5,0.1,1136,36,227,COT-u,arc segments,0.44363636363636366,0.022058823529411766,0.25
Left,random,RTT,PTT,5,0.1,1136,36,227,SDMu-HS4,arc labels,0.4490909090909091,0.0,0.0
Left,random,RTT,PTT,5,0.1,1136,36,227,SDMu-HSsrc,arc segments,0.4897979797979798,0.018518518518518517,0.027777777777777776
Left,random,RTT,PTT,5,0.1,1136,36,227,SDMu-PCA,arc segments,0.4862626262626263,0.029661016949152543,0.3888888888888889
Left,random,RTT,PTT,5,0.2,1136,36,454,COT-u,arc segments,0.4636363636363636,0.027777777777777776,0.5
Left,random,RTT,PTT,5,0.2,1136,36,454,SDMu-HS4,arc labels,0.4059090909090909,0.0,0.0
Left,random,RTT,PTT,5,0.2,1136,36,454,SDMu-HSsrc,arc segments,0.4902525252525253,0.018867924528301886,0.027777777777777776
Left,random,RTT,PTT,5,0.2,1136,36,454,SDMu-PCA,arc segments,0.48762626262626263,0.029850746268656716,0.3888888888888889
Left,random,RTT,PTT,5,0.3,1136,36,682,COT-u,arc segments,0.4622727272727273,0.027649769585253458,0.5
Left,random,RTT,PTT,5,0.3,1136,36,682,SDMu-HS4,arc labels,0.39636363636363636,0.0,0.0
Left,random,RTT,PTT,5,0.3,1136,36,682,SDMu-HSsrc,arc segments,0.4897979797979798,0.018518518518518517,0.027777777777777776
Left,random,RTT,PTT,5,0.3,1136,36,682,SDMu-PCA,arc segments,0.48671717171717177,0.029723991507430998,0.3888888888888889
Left,random,RTT,PTT,5,0.5,1136,36,1112,COT-u,arc segments,0.4762626262626263,0.02956298200514139,0.6388888888888888
Left,random,RTT,PTT,5,0.5,1136,36,1112,SDMu-HS4,arc labels,0.4268181818181818,0.0,0.0
Left,random,RTT,PTT,5,0.5,1136,36,1112,SDMu-HSsrc,arc segments,0.4897979797979798,0.018518518518518517,0.027777777777777776
